name,city,income,credit_score,loan_amount,years_employed,points,loan_approved,gender,debt_to_income,income_per_exp,credit_category,loan_to_points,income_bracket,gender_encoded
Melinda Smith,New Brianfurt,61300,422,15714,40,40.0,False,Female,0.2563458401305057,1495.121951219512,Poor,383.2682926829268,40K-70K,0
Joshua Smith,Pinedafurt,104946,589,45932,39,60.0,True,Male,0.43767270786880874,2623.65,Fair,752.983606557377,100K-130K,1
Thomas Young,Salazarstad,80196,765,32400,9,70.0,True,Male,0.40401017507107584,8019.6,Excellent,456.3380281690141,70K-100K,1
Shawn Walker,Danaburgh,60613,697,17856,10,65.0,True,Male,0.29459026941415206,5510.272727272727,Good,270.54545454545456,40K-70K,1
Alex Trujillo,North Steve,142199,532,27360,8,50.0,False,Male,0.1924064163601713,15799.888888888889,Poor,536.4705882352941,130K+,1
Heather Mcmahon,Stephensonmouth,131652,763,30090,24,90.0,True,Female,0.22855710509525112,5266.08,Excellent,330.65934065934067,130K+,0
George Ortega,Lake Alyssa,83841,551,15218,12,50.0,False,Male,0.18151023962023355,6449.307692307692,Poor,298.3921568627451,70K-100K,1
Tiffany Daniel,Rachelside,35720,718,25563,19,50.0,False,Female,0.7156494960806271,1786.0,Good,501.2352941176471,<40K,0
Charles Rodriguez,Evanschester,71704,352,14068,13,45.0,False,Male,0.1961954702666518,5121.714285714285,Poor,305.82608695652175,70K-100K,1
Steve Keller,Whitemouth,127609,324,46479,13,50.0,False,Male,0.3642297957040648,9114.92857142857,Poor,911.3529411764706,100K-130K,1
Michael Nelson,Lake Richard,91993,502,10875,26,50.0,False,Male,0.1182155163979868,3407.1481481481483,Poor,213.23529411764707,70K-100K,1
David Rodgers,Stewarthaven,122435,336,45314,6,45.0,False,Male,0.37010658716870176,17490.714285714286,Poor,985.0869565217391,100K-130K,1
Angelica Smith,West Melissamouth,149725,665,14304,9,70.0,True,Female,0.09553514777091335,14972.5,Fair,201.46478873239437,130K+,0
Elizabeth Jones,Brandymouth,136352,786,23191,11,90.0,True,Female,0.170081846984276,11362.666666666666,Excellent,254.84615384615384,130K+,0
Brian Hoffman,East Robert,79968,845,41520,26,80.0,True,Male,0.5192076830732293,2961.777777777778,Excellent,512.5925925925926,70K-100K,1
Juan Harrison,Hannahbury,80604,416,44507,9,35.0,False,Male,0.552168626867153,8060.4,Poor,1236.3055555555557,70K-100K,1
Anne Williams,Kennedyfort,116991,474,2307,37,60.0,True,Female,0.019719465599917944,3078.7105263157896,Poor,37.81967213114754,100K-130K,0
Sabrina Galvan,South Patricia,133860,803,45024,36,90.0,True,Female,0.3363514119229045,3617.837837837838,Excellent,494.7692307692308,130K+,0
Gerald Miller,Caseyberg,137577,607,45392,25,65.0,True,Male,0.32993887059610255,5291.423076923077,Fair,687.7575757575758,130K+,1
Ashley Donovan,Lake Malik,115461,385,24246,38,55.0,False,Female,0.20999298464416558,2960.5384615384614,Poor,432.9642857142857,100K-130K,0
Mrs. Lisa Garza,West Melissa,49936,496,34647,17,25.0,False,Female,0.693828099967959,2774.222222222222,Poor,1332.576923076923,40K-70K,0
Dr. Allison Flores,North Debra,94923,613,18243,28,65.0,True,Female,0.19218735185360766,3273.206896551724,Fair,276.40909090909093,70K-100K,0
Gail Nelson DVM,Hopkinsmouth,34852,332,9562,39,30.0,False,Female,0.27436015149776194,871.3,Poor,308.4516129032258,<40K,0
Kenneth Turner,South Norman,46547,336,46566,17,25.0,False,Male,1.0004081895718306,2585.9444444444443,Poor,1791.0,40K-70K,1
Gabriela Pratt,Russellmouth,95836,435,23691,16,50.0,False,Female,0.2472035560749614,5637.411764705882,Poor,464.52941176470586,70K-100K,0
Katherine Adams,Sellersland,107356,626,34344,7,60.0,True,Female,0.3199075971533962,13419.5,Fair,563.016393442623,100K-130K,0
Carl Gill,North Gregory,73515,366,11092,36,45.0,False,Male,0.15088077263143576,1986.8918918918919,Poor,241.1304347826087,70K-100K,1
Peggy Shields,Lake Alexandermouth,143993,372,11239,37,60.0,True,Female,0.07805240532525887,3789.2894736842104,Poor,184.24590163934425,130K+,0
Shelby Murray,Kristiville,43154,424,4680,8,30.0,False,Female,0.10844881123418455,4794.888888888889,Poor,150.96774193548387,40K-70K,0
Paul Miller,Lake Stephanietown,144581,743,45931,14,85.0,True,Male,0.3176835130480492,9638.733333333334,Excellent,534.0813953488372,130K+,1
Mitchell Hughes,South Lisa,140761,807,40679,11,90.0,True,Male,0.28899340016055586,11730.083333333334,Excellent,447.02197802197804,130K+,1
Nicholas Vargas,South Jacksontown,87711,381,12524,12,50.0,False,Male,0.14278710766038466,6747.0,Poor,245.5686274509804,70K-100K,1
Shawn Johnston,Lake David,43069,377,13333,11,30.0,False,Male,0.30957301075019156,3589.0833333333335,Poor,430.0967741935484,40K-70K,1
Nicole Perez,Reidshire,98937,603,40423,26,55.0,False,Female,0.4085731323973842,3664.3333333333335,Fair,721.8392857142857,70K-100K,0
Donna Simmons,Jillhaven,149333,307,43915,16,50.0,False,Female,0.2940743171301722,8784.29411764706,Poor,861.0784313725491,130K+,0
Christopher Brown,Cooperton,89890,740,6239,28,90.0,True,Male,0.06940705306485705,3099.655172413793,Excellent,68.56043956043956,70K-100K,1
Patrick Davis,Helenland,32011,568,48654,20,25.0,False,Male,1.5199150292087096,1524.3333333333333,Poor,1871.3076923076924,<40K,1
Patrick Castillo,Evansfort,124692,620,36777,12,65.0,True,Male,0.29494273890867095,9591.692307692309,Fair,557.2272727272727,100K-130K,1
Christopher Vazquez,Marshallmouth,48894,632,27426,29,40.0,False,Male,0.5609277211927844,1629.8,Fair,668.9268292682926,40K-70K,1
Julie Hernandez,Barnestown,83736,442,21756,24,45.0,False,Female,0.2598165663513901,3349.44,Poor,472.95652173913044,70K-100K,0
Lynn Ross MD,East Brittany,144154,488,15220,6,50.0,False,Female,0.10558153086282726,20593.428571428572,Poor,298.4313725490196,130K+,0
John Nelson,North Tyler,115823,462,20891,35,55.0,False,Male,0.18037004739991194,3217.3055555555557,Poor,373.05357142857144,100K-130K,1
Colton Lawson,Reynoldsburgh,50232,799,44633,3,60.0,True,Male,0.8885371874502309,12558.0,Excellent,731.688524590164,40K-70K,1
Brian Benton,Franklinberg,39807,540,34997,31,25.0,False,Male,0.8791669806817897,1243.96875,Poor,1346.0384615384614,<40K,1
Christopher Mccoy,Carrberg,91537,842,19474,21,90.0,True,Male,0.21274457323268187,4160.772727272727,Excellent,214.0,70K-100K,1
Renee Shields,Annettefort,132436,364,2160,28,60.0,True,Female,0.01630976471654233,4566.758620689655,Poor,35.40983606557377,130K+,0
David Blackburn,Port Rachel,64737,787,19384,35,75.0,True,Male,0.29942691196688137,1798.25,Excellent,255.05263157894737,40K-70K,1
Riley Hale,West Kimberly,74375,534,47406,37,35.0,False,Male,0.6373915966386554,1957.2368421052631,Poor,1316.8333333333333,70K-100K,1
Robin Wright,Zamoramouth,111691,823,7264,24,100.0,True,Male,0.06503657411966944,4467.64,Excellent,71.92079207920793,100K-130K,1
Loretta Miller,Fordview,120794,368,30457,24,50.0,False,Female,0.2521400069539878,4831.76,Poor,597.1960784313726,100K-130K,0
Raven Hill,West Melanie,82098,360,32047,15,45.0,False,Female,0.3903505566518064,5131.125,Poor,696.6739130434783,70K-100K,0
Aaron Kelly,Hoffmanview,115175,627,32765,20,65.0,True,Male,0.28448013891903623,5484.523809523809,Fair,496.43939393939394,100K-130K,1
Kimberly Holloway,New Cassie,40527,602,49065,3,30.0,False,Female,1.2106743652379894,10131.75,Fair,1582.741935483871,40K-70K,0
Chloe Lindsey,Johnfurt,141642,733,46917,0,60.0,True,Female,0.3312364976490024,141642.0,Good,769.1311475409836,130K+,0
Dan Phillips,Lake Dawnchester,73065,380,25158,29,40.0,False,Male,0.34432354752617533,2435.5,Poor,613.609756097561,70K-100K,1
Wendy Griffin,Petersmouth,141718,621,8061,17,75.0,True,Female,0.056880565630336305,7873.222222222223,Fair,106.0657894736842,130K+,0
Craig Obrien,Frankberg,118389,630,2111,7,70.0,True,Male,0.01783104849268091,14798.625,Fair,29.732394366197184,100K-130K,1
Gabriel Woods,West Marie,142635,684,37053,1,60.0,True,Male,0.2597749500473236,71317.5,Good,607.4262295081967,130K+,1
Maria Foster,Christieton,99942,589,22234,36,65.0,True,Female,0.22246903203858237,2701.135135135135,Fair,336.8787878787879,70K-100K,0
Michelle Crawford,East Edwardhaven,79808,467,47783,15,40.0,False,Female,0.5987244386527666,4988.0,Poor,1165.439024390244,70K-100K,0
Isaac Kelly,South Matthewland,71505,804,27251,34,80.0,True,Male,0.3811062163485071,2043.0,Excellent,336.4320987654321,70K-100K,1
Jason Clarke,New Mackenzie,112155,512,30392,10,50.0,False,Male,0.2709821229548393,10195.90909090909,Poor,595.9215686274509,100K-130K,1
Thomas Green,North Deanna,124203,324,4439,14,60.0,True,Male,0.035739877458676524,8280.2,Poor,72.77049180327869,100K-130K,1
Andrew Blake,Port Devin,146318,627,22164,24,70.0,True,Male,0.15147828701868532,5852.72,Fair,312.16901408450707,130K+,1
Meagan Smith,Travischester,129536,369,3629,12,60.0,True,Female,0.028015377964426876,9964.307692307691,Poor,59.49180327868852,100K-130K,0
Christine Aguilar,West Jacquelineshire,93956,676,34367,10,70.0,True,Female,0.36577759802460724,8541.454545454546,Good,484.0422535211268,70K-100K,0
Christian Smith,Josephstad,144344,823,26455,10,95.0,True,Male,0.1832774483179072,13122.181818181818,Excellent,275.5729166666667,130K+,1
Nicole Scott,West Rachael,100912,702,8809,18,85.0,True,Female,0.08729387981607738,5311.1578947368425,Good,102.43023255813954,100K-130K,0
Jeremy Faulkner,Harrisville,34705,342,26392,6,20.0,False,Male,0.7604667915285982,4957.857142857143,Poor,1256.7619047619048,<40K,1
Shelly Gonzalez,Marissaborough,110931,610,24654,29,70.0,True,Female,0.222246261189388,3697.7,Fair,347.23943661971833,100K-130K,0
Mark Knight,Jaytown,38968,617,1810,13,55.0,False,Male,0.046448367891603365,2783.4285714285716,Fair,32.32142857142857,<40K,1
Shannon Clark,Cortezmouth,60771,700,40440,10,60.0,True,Female,0.665448980599299,5524.636363636364,Good,662.9508196721312,40K-70K,0
Karen Carlson,North Christina,112727,300,3044,39,60.0,True,Female,0.027003291136994685,2818.175,Poor,49.90163934426229,100K-130K,0
Adam Hill,West Seanshire,119705,463,7372,3,50.0,False,Male,0.06158472912576751,29926.25,Poor,144.54901960784315,100K-130K,1
Matthew Maddox,Charleschester,67667,322,20494,2,30.0,False,Male,0.30286550312560034,22555.666666666668,Poor,661.0967741935484,40K-70K,1
Elizabeth Baker,North Samantha,59817,331,32228,11,35.0,False,Female,0.5387766019693399,4984.75,Poor,895.2222222222222,40K-70K,0
Brandon Young,Josephshire,127880,791,5147,9,90.0,True,Male,0.04024867062871442,12788.0,Excellent,56.56043956043956,100K-130K,1
James Bennett,South Ryanmouth,41846,722,12470,0,40.0,False,Male,0.29799741910815847,41846.0,Good,304.1463414634146,40K-70K,1
Diana Campbell,Harrisview,86881,324,44990,17,40.0,False,Female,0.5178347394712307,4826.722222222223,Poor,1097.3170731707316,70K-100K,0
Chelsea Norris,Lake Bradleyshire,42903,745,37630,31,60.0,True,Female,0.8770948418525512,1340.71875,Excellent,616.8852459016393,40K-70K,0
Michelle Newton,Michaelstad,129663,767,31964,34,90.0,True,Female,0.24651596831787018,3704.657142857143,Excellent,351.25274725274727,100K-130K,0
Matthew Watson,West Jill,113066,655,27673,11,70.0,True,Male,0.24475085348380593,9422.166666666666,Fair,389.76056338028167,100K-130K,1
Jacqueline Lucero,Dylanfort,122260,717,24614,27,80.0,True,Female,0.20132504498609521,4366.428571428572,Good,303.87654320987656,100K-130K,0
David Taylor,Debbiemouth,144370,468,3802,21,60.0,True,Male,0.026335111172681305,6562.272727272727,Poor,62.32786885245902,130K+,1
Shannon Weber,Amberburgh,43173,442,14488,25,30.0,False,Female,0.3355801079378315,1660.5,Poor,467.35483870967744,40K-70K,0
Jason Rodriguez,New Daletown,88153,560,37074,10,40.0,False,Male,0.4205642462536726,8013.909090909091,Poor,904.2439024390244,70K-100K,1
Melinda French,Wilsonstad,51805,704,35283,25,60.0,True,Female,0.6810732554772705,1992.5,Good,578.4098360655738,40K-70K,0
Gregory Russell,East Daniellemouth,120964,459,46478,12,50.0,False,Male,0.38423001884858304,9304.923076923076,Poor,911.3333333333334,100K-130K,1
Stephanie Costa,South Drewland,69251,613,16848,25,60.0,True,Female,0.24328890557537075,2663.5,Fair,276.1967213114754,40K-70K,0
Daniel Little,North Allen,148413,602,8934,13,75.0,True,Male,0.060196883022376746,10600.92857142857,Fair,117.55263157894737,130K+,1
Ricardo Jones,Shaunville,33794,732,24430,25,50.0,False,Male,0.7229093921997988,1299.7692307692307,Good,479.01960784313724,<40K,1
Kyle Cooper,Jaredchester,36028,789,42629,39,60.0,True,Female,1.1832186077495281,900.7,Excellent,698.8360655737705,<40K,0
Meghan Rowland,Florestown,72516,561,46916,30,35.0,False,Female,0.6469744608086492,2339.2258064516127,Poor,1303.2222222222222,70K-100K,0
Janet Ryan,South Haleystad,134352,802,2790,24,100.0,True,Female,0.020766345123258305,5374.08,Excellent,27.623762376237625,130K+,0
John Bullock,Kingland,37355,384,17081,40,25.0,False,Male,0.45726141078838173,911.0975609756098,Poor,656.9615384615385,<40K,1
Jordan Curry,New Tracey,68452,335,22159,19,40.0,False,Male,0.3237158885058143,3422.6,Poor,540.4634146341464,40K-70K,1
Michele Hayes,Davisberg,76984,328,34180,28,40.0,False,Female,0.4439883612179154,2654.6206896551726,Poor,833.6585365853658,70K-100K,0
Christopher Hill,Solisside,79131,349,17593,37,50.0,False,Male,0.22232753282531498,2082.3947368421054,Poor,344.96078431372547,70K-100K,1
Jose Thompson,Carterburgh,86450,340,20024,38,50.0,False,Male,0.23162521688837479,2216.6666666666665,Poor,392.62745098039215,70K-100K,1
Brian Moore,East Timothybury,49080,305,26382,11,25.0,False,Male,0.5375305623471882,4090.0,Poor,1014.6923076923077,40K-70K,1
Amanda White,Michelleshire,62007,805,15990,28,80.0,True,Female,0.25787411098746915,2138.1724137931033,Excellent,197.40740740740742,40K-70K,0
Carlos Irwin,South Tylerchester,99621,321,47426,33,40.0,False,Male,0.47606428363497655,2930.029411764706,Poor,1156.7317073170732,70K-100K,1
Isabella Stephens,Wellsview,84008,746,37522,27,75.0,True,Female,0.4466479382915913,3000.285714285714,Excellent,493.7105263157895,70K-100K,0
Brandon Rich,Thomashaven,104177,549,10012,7,55.0,False,Male,0.09610566631790127,13022.125,Poor,178.78571428571428,100K-130K,1
Brandon Lopez,South Donna,119364,682,37527,16,75.0,True,Male,0.31439127375087966,7021.411764705882,Good,493.7763157894737,100K-130K,1
Wesley Douglas,Wilsonton,133877,537,14267,9,50.0,False,Male,0.10656796910597041,13387.7,Poor,279.7450980392157,130K+,1
Paul Myers,Briantown,53600,415,35377,17,35.0,False,Male,0.6600186567164179,2977.777777777778,Poor,982.6944444444445,40K-70K,1
Alexa Beard,West Samantha,52280,791,14995,12,75.0,True,Female,0.28682096403978574,4021.5384615384614,Excellent,197.30263157894737,40K-70K,0
Karen Lewis,South Angela,52946,372,10575,8,40.0,False,Female,0.1997318022135761,5882.888888888889,Poor,257.9268292682927,40K-70K,0
Brianna Hodges,Palmerland,40350,468,17191,40,25.0,False,Female,0.4260470879801735,984.1463414634146,Poor,661.1923076923077,40K-70K,0
Sara Ward,Port Jose,109887,361,29303,2,40.0,False,Female,0.2666648466151592,36629.0,Poor,714.7073170731708,100K-130K,0
Phyllis Johnson,Peterbury,144142,430,32415,39,55.0,False,Female,0.22488240762581344,3603.55,Poor,578.8392857142857,130K+,0
Katrina Russell,East Carol,80140,594,33580,4,45.0,False,Female,0.41901672073870727,16028.0,Fair,730.0,70K-100K,0
Andre Jones,Lake Patriciaberg,111226,340,25216,17,55.0,False,Male,0.22670958229191016,6179.222222222223,Poor,450.2857142857143,100K-130K,1
John Roman,Kevinside,119539,634,21194,30,70.0,True,Male,0.17729778565991017,3856.0967741935483,Fair,298.50704225352115,100K-130K,1
Jasmin Pitts,South Matthew,61566,801,23440,34,80.0,True,Female,0.38072962349348666,1759.0285714285715,Excellent,289.38271604938274,40K-70K,0
Lynn King,Sarahport,95230,825,15931,20,90.0,True,Female,0.16728971962616823,4534.761904761905,Excellent,175.06593406593407,70K-100K,0
Erika Allen,West Teresa,149646,496,22954,33,55.0,False,Female,0.15338866391350253,4401.35294117647,Poor,409.89285714285717,130K+,0
Diana Harper,Port Chloe,106435,442,46110,18,45.0,False,Female,0.4332221543665148,5601.8421052631575,Poor,1002.3913043478261,100K-130K,0
Michael Marquez,Jamesmouth,48758,832,12364,7,65.0,True,Male,0.2535788998728414,6094.75,Excellent,187.33333333333334,40K-70K,1
Sherri Little,New Kristy,60433,645,12998,31,60.0,True,Female,0.21508116426455745,1888.53125,Fair,213.08196721311475,40K-70K,0
Judy Peterson,Catherineview,90443,427,25678,35,45.0,False,Female,0.2839136251561757,2512.3055555555557,Poor,558.2173913043479,70K-100K,0
Mrs. Chelsea Villa,Gibsonside,113611,583,34496,36,65.0,True,Female,0.30363257078980027,3070.5675675675675,Fair,522.6666666666666,100K-130K,0
Derek Jarvis,Larsonfort,63289,747,26354,20,70.0,True,Male,0.41640727456588034,3013.7619047619046,Excellent,371.1830985915493,40K-70K,1
Christopher Ward,North Melanieview,90236,410,36945,34,40.0,False,Male,0.40942639301387473,2578.1714285714284,Poor,901.0975609756098,70K-100K,1
Richard Frost,Harrisshire,63466,361,1645,7,45.0,False,Male,0.025919389909557874,7933.25,Poor,35.76086956521739,40K-70K,1
Marcus Ramirez,Allenbury,117404,573,37216,22,50.0,False,Male,0.31699090320602363,5104.521739130435,Poor,729.7254901960785,100K-130K,1
Brittany Spencer,Kathrynburgh,31231,692,14313,34,50.0,False,Female,0.458294643143031,892.3142857142857,Good,280.6470588235294,<40K,0
Tiffany Davis,Lisaville,147821,397,17134,26,55.0,False,Female,0.11591045927168671,5474.851851851852,Poor,305.9642857142857,130K+,0
Joe Martin,East Joshua,135464,303,16648,19,55.0,False,Male,0.12289612000236225,6773.2,Poor,297.2857142857143,130K+,1
Scott Atkinson,Lewisville,90981,383,27773,28,45.0,False,Male,0.30526153812334444,3137.2758620689656,Poor,603.7608695652174,70K-100K,1
Patrick Cruz,Johnsonview,148123,510,45126,31,50.0,False,Male,0.3046522147134476,4628.84375,Poor,884.8235294117648,130K+,1
Shaun Peterson,South Williamfurt,67700,752,40751,13,70.0,True,Male,0.6019350073855244,4835.714285714285,Excellent,573.9577464788732,40K-70K,1
Michael Burke,Jacksonfurt,118815,512,15282,20,55.0,False,Male,0.1286201237217523,5657.857142857143,Poor,272.89285714285717,100K-130K,1
Donald Espinoza,South Caroline,101643,780,2590,36,95.0,True,Male,0.025481341558198794,2747.108108108108,Excellent,26.979166666666668,100K-130K,1
Michael Chavez,South Ashleystad,50706,690,2343,31,75.0,True,Male,0.046207549402437584,1584.5625,Good,30.82894736842105,40K-70K,1
Jeremy Coleman,Scottbury,39681,575,25025,16,25.0,False,Male,0.6306544693934124,2334.176470588235,Poor,962.5,<40K,1
Christopher Nash,Port Barry,87898,690,24892,3,60.0,True,Male,0.2831918814990102,21974.5,Good,408.0655737704918,70K-100K,1
Ann Moon,New Heatherton,75293,556,6194,33,55.0,False,Female,0.08226528362530382,2214.5,Poor,110.60714285714286,70K-100K,0
Jody Carter,Ramirezburgh,107014,534,27834,19,50.0,False,Female,0.26009680976320854,5350.7,Poor,545.7647058823529,100K-130K,0
Austin Wiggins,New Diamondburgh,69210,595,36909,30,50.0,False,Male,0.5332899869960989,2232.5806451612902,Fair,723.7058823529412,40K-70K,1
Stephanie Young,New Jennifer,113746,368,7652,17,60.0,True,Female,0.06727269530357112,6319.222222222223,Poor,125.44262295081967,100K-130K,0
Philip Cummings,New Sarah,85615,551,1573,20,55.0,False,Male,0.01837294866553758,4076.904761904762,Poor,28.089285714285715,70K-100K,1
Pamela Palmer,New Williamton,120480,703,9844,10,85.0,True,Female,0.08170650730411687,10952.727272727272,Good,114.46511627906976,100K-130K,0
Christopher Anderson,Audreyview,62780,773,17108,29,75.0,True,Male,0.2725071678878624,2092.6666666666665,Excellent,225.10526315789474,40K-70K,1
Brian Wright,North Tonyaberg,89878,300,19822,29,50.0,False,Male,0.22054340328000177,2995.9333333333334,Poor,388.6666666666667,70K-100K,1
Katherine Webster,Onealmouth,140795,832,24195,38,95.0,True,Female,0.17184559110763878,3610.128205128205,Excellent,252.03125,130K+,0
Sara Sullivan,Alexandrachester,69599,470,33974,31,35.0,False,Female,0.4881391974022615,2174.96875,Poor,943.7222222222222,40K-70K,0
Andrew Jones,Meaganville,56111,722,26072,24,60.0,True,Male,0.46465042505034665,2244.44,Good,427.40983606557376,40K-70K,1
Alexander Freeman,East Ryanberg,80422,760,39694,8,70.0,True,Male,0.4935714108079879,8935.777777777777,Excellent,559.0704225352113,70K-100K,1
Elizabeth Sanchez,East Rebeccaview,141848,798,27164,29,90.0,True,Female,0.19150076137837685,4728.266666666666,Excellent,298.5054945054945,130K+,0
Jacqueline Harris,South Susan,93335,551,10537,40,50.0,False,Female,0.11289441259977501,2276.4634146341464,Poor,206.6078431372549,70K-100K,0
Elizabeth Brown,Blankenshipchester,43979,379,40206,18,25.0,False,Female,0.9142090543213807,2314.684210526316,Poor,1546.3846153846155,40K-70K,0
Jose Woods,Jonesmouth,61091,498,21338,32,40.0,False,Male,0.34928221833003226,1851.2424242424242,Poor,520.439024390244,40K-70K,1
Willie Thomas,Brianhaven,79986,523,42331,33,40.0,False,Male,0.5292301152701723,2352.529411764706,Poor,1032.4634146341464,70K-100K,1
Jerry Cook,Reedmouth,104963,591,25115,3,60.0,True,Male,0.23927479206958643,26240.75,Fair,411.72131147540983,100K-130K,1
Laurie Stephenson,Hamiltonhaven,77049,337,44667,35,40.0,False,Female,0.5797219950940311,2140.25,Poor,1089.439024390244,70K-100K,0
Lacey Jones,Port Nicholas,105341,750,48936,40,80.0,True,Female,0.4645484664090905,2569.2926829268295,Excellent,604.1481481481482,100K-130K,0
Charles Herman,New Patrickfurt,68780,525,3745,2,40.0,False,Male,0.05444896772317534,22926.666666666668,Poor,91.34146341463415,40K-70K,1
Troy Lee,South Lauren,121655,455,28978,35,55.0,False,Male,0.2381981833874481,3379.3055555555557,Poor,517.4642857142857,100K-130K,1
Wanda Clark,East Micheleview,68696,794,5331,14,85.0,True,Female,0.07760277163153605,4579.733333333334,Excellent,61.98837209302326,40K-70K,0
William Buckley,Wilsonmouth,32875,650,41422,23,40.0,False,Male,1.2599847908745248,1369.7916666666667,Fair,1010.2926829268292,<40K,1
Tina Scott,Crystalmouth,138794,839,11197,37,100.0,True,Female,0.08067351614623111,3652.4736842105262,Excellent,110.86138613861387,130K+,0
Diana Wheeler,East Lisa,116275,744,32679,17,85.0,True,Female,0.2810492367232853,6459.722222222223,Excellent,379.98837209302326,100K-130K,0
Jordan Porter,Williamsshire,81879,607,17884,6,60.0,True,Male,0.21841986345705247,11697.0,Fair,293.1803278688525,70K-100K,1
Kristen Richard,East Steven,65976,456,7461,34,45.0,False,Female,0.11308657693706803,1885.0285714285715,Poor,162.19565217391303,40K-70K,0
Jennifer Ross,Kerrybury,31061,466,41832,30,25.0,False,Female,1.346769260487428,1001.9677419354839,Poor,1608.923076923077,<40K,0
Mary Hampton,South Richardchester,104177,457,28146,30,50.0,False,Female,0.2701747986599729,3360.548387096774,Poor,551.8823529411765,100K-130K,0
Felicia Wood,Joefort,143386,705,39562,13,75.0,True,Female,0.2759125716597157,10241.857142857143,Good,520.5526315789474,130K+,0
Samuel Mitchell,West Erik,119889,634,39892,24,65.0,True,Male,0.3327411188682865,4795.56,Fair,604.4242424242424,100K-130K,1
Ashlee Miller,East Amberfort,132014,394,46703,9,45.0,False,Female,0.35377308467283775,13201.4,Poor,1015.2826086956521,130K+,0
April Thompson MD,Erikastad,127605,389,3649,10,60.0,True,Female,0.028596058148191685,11600.454545454546,Poor,59.81967213114754,100K-130K,0
Erin Williams,North Christinaborough,36428,474,26615,31,25.0,False,Female,0.730619303832217,1138.375,Poor,1023.6538461538462,<40K,0
Kevin Gilbert,Port Cheyenneberg,149356,366,31299,38,55.0,False,Male,0.20955970968692253,3829.641025641026,Poor,558.9107142857143,130K+,1
Brooke Parsons,South Catherineport,109482,332,26781,21,55.0,False,Female,0.24461555324162876,4976.454545454545,Poor,478.23214285714283,100K-130K,0
Melissa Patrick,Stephanieport,127671,600,43827,25,65.0,True,Female,0.34328077637051485,4910.423076923077,Fair,664.0454545454545,100K-130K,0
Timothy Bauer,Elizabethborough,95107,546,31230,9,40.0,False,Male,0.3283669971716067,9510.7,Poor,761.7073170731708,70K-100K,1
Brittany Bolton,East Jennifer,139161,589,22805,20,70.0,True,Female,0.1638749362249481,6626.714285714285,Fair,321.19718309859155,130K+,0
Michelle Graham,Lake Elizabethside,148509,609,47472,13,65.0,True,Female,0.31965739450134334,10607.785714285714,Fair,719.2727272727273,130K+,0
Mary Diaz,Leeland,148349,350,3056,16,60.0,True,Female,0.020600071453127422,8726.411764705883,Poor,50.09836065573771,130K+,0
Robert Ford,Bowersmouth,67512,760,9709,20,80.0,True,Male,0.14381147055338311,3214.8571428571427,Excellent,119.8641975308642,40K-70K,1
Michelle Barrett,North Misty,131677,468,17423,26,55.0,False,Female,0.1323161979692733,4876.925925925926,Poor,311.125,130K+,0
Shawn Cook,East Johnfort,134708,584,14255,11,70.0,True,Male,0.10582148053567716,11225.666666666666,Fair,200.77464788732394,130K+,1
Randy Welch,Laurenstad,60162,645,1179,6,60.0,True,Male,0.01959708786277052,8594.57142857143,Fair,19.327868852459016,40K-70K,1
Dr. Jonathan Clark,Erinhaven,109569,580,35791,25,65.0,True,Male,0.3266526115963457,4214.192307692308,Fair,542.2878787878788,100K-130K,1
Wendy Salazar,South Kayla,135110,340,30815,37,55.0,False,Female,0.2280734216564281,3555.5263157894738,Poor,550.2678571428571,130K+,0
Kimberly Campos,West Marvinchester,76179,364,32097,26,40.0,False,Female,0.42133658882369157,2821.4444444444443,Poor,782.8536585365854,70K-100K,0
Suzanne Lynch,West Mary,58705,528,30443,16,35.0,False,Female,0.5185759304999574,3453.235294117647,Poor,845.6388888888889,40K-70K,0
Matthew Williams,Lake Rebecca,113442,560,26874,16,55.0,False,Male,0.2368963875813191,6673.058823529412,Poor,479.89285714285717,100K-130K,1
Daryl Walker,Allentown,54920,740,4130,4,75.0,True,Male,0.07520029133284778,10984.0,Excellent,54.3421052631579,40K-70K,1
Denise Olsen,Smithport,111381,352,33547,37,50.0,False,Female,0.3011914060746447,2931.0789473684213,Poor,657.7843137254902,100K-130K,0
Matthew Roberts,Port Jimmyfurt,62850,636,12615,34,60.0,True,Male,0.2007159904534606,1795.7142857142858,Fair,206.80327868852459,40K-70K,1
Alexis Jordan,Deborahfort,118835,321,7518,8,55.0,False,Male,0.0632641898430597,13203.888888888889,Poor,134.25,100K-130K,1
Monique Jackson,Emilychester,129035,465,28947,13,55.0,False,Female,0.22433448289223853,9216.785714285714,Poor,516.9107142857143,100K-130K,0
Heather Hubbard,Kyleside,124493,370,5995,9,55.0,False,Female,0.048155317969685044,12449.3,Poor,107.05357142857143,100K-130K,0
Sarah Smith,North Kimberly,130593,576,12729,7,55.0,False,Female,0.09747076795846638,16324.125,Poor,227.30357142857142,130K+,0
Gail Mason,Dixonfort,116400,584,6457,22,75.0,True,Female,0.05547250859106529,5060.869565217391,Fair,84.96052631578948,100K-130K,0
Heather Hughes,New Sierra,119241,318,41654,5,45.0,False,Female,0.34932615459447675,19873.5,Poor,905.5217391304348,100K-130K,0
Carla Peterson DDS,South Vickie,139882,659,2952,21,75.0,True,Female,0.021103501522712,6358.272727272727,Fair,38.8421052631579,130K+,0
